"Issue ID","Product","Component","Assignee","Status","Resolution","Summary","Opened","Changed","Priority","Version","Target Milestone","Severity"
4223,"Draw","code","sven.jacobi","CLOSED","FIXED","Drawing export filters enhancement","2002-04-24 18:36:20","2008-05-17 23:23:15","P3",642," ---","Trivial"
4276,"Draw","code","sven.jacobi","CLOSED","FIXED","Export to EPS format doesn't export all the drawing","2002-04-26 16:15:56","2008-05-18 00:00:46","P3",641," ---","Trivial"
3118,"Draw","ui","wolframgarten","CLOSED","IRREPRODUCIBLE","Drag'n'Drop of image files from Nautilus fails","2002-02-17 13:59:11","2003-09-08 16:52:24","P3",641," ---","Trivial"
3234,"Draw","code","wolframgarten","CLOSED","NOT_AN_OOO_ISSUE","rendering bug in html export of StarOffce 6 ole text object","2002-02-27 15:58:26","2003-09-08 16:52:24","P3",641," ---","Trivial"
3238,"Draw","ui","wolframgarten","CLOSED","IRREPRODUCIBLE","Draw deformes textboxes on reload","2002-02-27 18:25:03","2003-09-08 16:52:24","P3",641," ---","Trivial"
3415,"Draw","code","wolframgarten","CLOSED","IRREPRODUCIBLE","Draw hangs when I copy a table...","2002-03-08 22:46:35","2003-09-08 16:52:24","P3",642," ---","Trivial"
3437,"Draw","ui","wolframgarten","CLOSED","IRREPRODUCIBLE","OO prints too small in landscape mode","2002-03-11 13:57:53","2003-09-08 16:52:24","P3",641," ---","Trivial"
3514,"Draw","ui","wolframgarten","CLOSED","IRREPRODUCIBLE","Gluepoint won't save","2002-03-16 03:58:34","2003-09-08 16:52:24","P3",641," ---","Trivial"
3559,"Draw","code","wolframgarten","CLOSED","DUPLICATE","Rectangular frames don't maintain their shape","2002-03-19 01:49:02","2003-09-08 16:52:24","P3",641," ---","Trivial"
3570,"Draw","code","wolframgarten","CLOSED","IRREPRODUCIBLE","Printing with a transparent object in drawing fails","2002-03-19 15:52:41","2003-09-08 16:52:24","P3",641," ---","Trivial"
3596,"Draw","ui","wolframgarten","CLOSED","FIXED","attributes get lost on duplicating","2002-03-20 23:16:56","2003-09-08 16:52:24","P3",642,"OOo 2.0","Trivial"
3645,"Draw","ui","wolframgarten","CLOSED","FIXED","Grid settings are not used when creating new drawing","2002-03-24 16:50:23","2003-09-08 16:52:24","P3",642," ---","Trivial"
3794,"Draw","code","wolframgarten","CLOSED","FIXED","EPS Export Filter","2002-04-02 08:50:00","2003-09-08 16:52:24","P3",641," ---","Trivial"
3904,"Draw","code","wolframgarten","CLOSED","IRREPRODUCIBLE","Insite Points in other forms than lines","2002-04-06 18:13:44","2003-09-08 16:52:24","P3",641," ---","Trivial"
3908,"Draw","ui","wolframgarten","CLOSED","FIXED","Arrow head size","2002-04-07 13:31:20","2003-09-08 16:52:24","P3",642,"OOo 1.1 Beta","Trivial"
3921,"Draw","code","wolframgarten","CLOSED","FIXED","Pasting into other application loses borders","2002-04-07 19:06:47","2003-09-08 16:52:24","P3",642," ---","Trivial"
4024,"Draw","code","wolframgarten","CLOSED","DUPLICATE","EPS filter doesn'r work whit a chart past from Calc","2002-04-14 11:07:22","2003-09-08 16:52:24","P3",641,"OOo 1.1 Beta2","Trivial"
4231,"Draw","code","wolframgarten","CLOSED","IRREPRODUCIBLE","loss of effects editing in 3d","2002-04-25 02:33:18","2003-09-08 16:52:24","P3",641," ---","Trivial"
6002,"Draw","ui","issues","CONFIRMED"," ---","Referenced Objects","2002-06-20 11:07:14","2013-02-07 22:39:52","P3","OOo 1.0.0"," ---","Trivial"
5266,"Draw","formatting","issues","CONFIRMED"," ---","Formula not resizable","2002-05-25 04:57:00","2017-05-04 14:33:08","P4","OOo 1.0.0"," ---","Trivial"
4989,"Draw","ui","issues","ACCEPTED"," ---","Printing to large format printers","2002-05-17 17:05:42","2013-02-07 22:12:27","P3","OOo 1.0.0","AOO Later","Trivial"
4658,"Draw","code","issues","ACCEPTED"," ---","Improve Draw -  add FIG and EPS display","2002-05-08 18:56:23","2013-02-07 22:34:28","P5 (lowest)","OOo 1.0.1","AOO Later","Trivial"
5909,"Draw","ui","issues","ACCEPTED"," ---","New arrow style : empty and shifted from center line","2002-06-17 08:11:57","2013-02-07 22:39:33","P5 (lowest)","OOo 1.0.0","AOO Later","Trivial"
6474,"Draw","code","issues","ACCEPTED"," ---","no warnings about equal problems twice please","2002-07-18 16:18:41","2013-02-07 22:14:04","P5 (lowest)","OOo 1.0.0","AOO Later","Trivial"
4793,"Draw","code","wolframgarten","CLOSED","IRREPRODUCIBLE",".eps export not ghostscript compatible","2002-05-13 13:55:46","2003-09-08 16:52:24","P1 (highest)","OOo 1.0.0"," ---","Trivial"
4795,"Draw","ui","wolframgarten","CLOSED","IRREPRODUCIBLE","No resolution can be specified for export as bitmap","2002-05-13 15:22:32","2003-09-08 16:52:24","P2","OOo 1.0.0"," ---","Trivial"
5033,"Draw","code","wolframgarten","CLOSED","IRREPRODUCIBLE","Restart of Computer -> Draw -> Error","2002-05-19 07:46:11","2003-09-08 16:52:24","P2","OOo 1.0.0"," ---","Trivial"
5045,"Draw","code","wolframgarten","CLOSED","IRREPRODUCIBLE","Text labels on lines forget rotation angle when scaled in a group.","2002-05-20 04:38:40","2003-09-08 16:52:24","P2","OOo 1.0.0"," ---","Trivial"
5006,"Draw","ui","Armin.Le.Grand","CLOSED","FIXED","Undo align connector loses connection endpoints","2002-05-18 05:31:53","2008-05-17 23:30:31","P3","OOo 1.0.0"," ---","Trivial"
5077,"Draw","ui","Armin.Le.Grand","CLOSED","NOT_AN_OOO_ISSUE","Glue points and object handles clash","2002-05-21 00:55:43","2003-09-08 16:52:24","P3","OOo 1.0.0"," ---","Trivial"
6131,"Draw","ui","Armin.Le.Grand","CLOSED","NOT_AN_OOO_ISSUE","text in boxes turned 90Â° after save","2002-06-26 10:21:28","2003-09-08 16:52:24","P3","OOo 1.0.0"," ---","Trivial"
6279,"Draw","code","Armin.Le.Grand","CLOSED","NOT_AN_OOO_ISSUE","Obejct properties: Last used reference point for size & length etc. not saved","2002-07-04 01:52:53","2003-09-08 16:52:24","P3","OOo 1.0.0"," ---","Trivial"
6407,"Draw","ui","Armin.Le.Grand","CLOSED","NOT_AN_OOO_ISSUE","Dimensioning - control number of digits to right of decimal point","2002-07-12 01:43:31","2006-08-11 12:15:39","P3","OOo 1.0.0"," ---","Trivial"
4335,"Draw","ui","bettina.haberer","CLOSED","IRREPRODUCIBLE","Cannot write noncapitalized text in Draw","2002-04-30 16:29:30","2003-09-08 16:52:24","P3",641," ---","Trivial"
5346,"Draw","code","christian.guenther","CLOSED","FIXED","Application crash after scan","2002-05-28 20:56:02","2003-09-08 16:52:24","P3","OOo 1.0.0","OOo 1.1 Beta","Trivial"
4343,"Draw","code","falko.tesch","CLOSED","NOT_AN_OOO_ISSUE","New features and enhancements for Draw","2002-05-01 09:50:14","2003-10-17 06:38:36","P3",641," ---","Trivial"
5069,"Draw","code","falko.tesch","CLOSED","DUPLICATE","Cannot print pictures in Landscape","2002-05-20 21:42:27","2003-10-17 07:13:00","P3","OOo 1.0.0"," ---","Trivial"
5763,"Draw","ui","falko.tesch","CLOSED","NOT_AN_OOO_ISSUE","auto conversion to URL has unexpedted behaviour","2002-06-12 15:30:03","2003-09-08 16:52:24","P3","OOo 1.0.0"," ---","Trivial"
5807,"Draw","ui","falko.tesch","CLOSED","WONT_FIX","Use save as to save to jpeg, gif, etc.","2002-06-13 17:32:44","2003-10-01 15:08:55","P3","OOo 1.0.0"," ---","Trivial"
5968,"Draw","ui","falko.tesch","CLOSED","DUPLICATE","Enhancement of the ""Position and Size"" Dialog Box","2002-06-19 09:00:26","2006-01-11 18:02:27","P3","OOo 1.0.0"," ---","Trivial"
6148,"Draw","ui","falko.tesch","CLOSED","IRREPRODUCIBLE","User selected defaults needed","2002-06-26 16:36:55","2003-10-08 12:13:04","P3","OOo 1.0.0"," ---","Trivial"
4393,"Draw","ui","sven.jacobi","CLOSED","DUPLICATE","Further information on calc charts exported as EPS","2002-05-02 21:03:57","2003-09-08 16:52:24","P3","OOo 1.0.0"," ---","Trivial"
5200,"Draw","code","sven.jacobi","CLOSED","FIXED","DXF import fails","2002-05-23 07:41:40","2008-05-17 23:40:51","P3","OOo 1.0.0"," ---","Trivial"
5778,"Draw","code","sven.jacobi","CLOSED","FIXED","opening CGM file freeze OpenOffice","2002-06-12 21:09:38","2008-05-18 00:04:46","P3","OOo 1.0.0"," ---","Trivial"
4326,"Draw","ui","wolframgarten","CLOSED","IRREPRODUCIBLE","Base point ignored when setting position of multiple objects","2002-04-30 05:42:28","2003-09-08 16:52:24","P3",641," ---","Trivial"
4367,"Draw","ui","wolframgarten","CLOSED","IRREPRODUCIBLE","3D objects cause exception in SiS630 drivers","2002-05-02 01:15:24","2003-09-08 16:52:24","P3","OOo 1.0.0"," ---","Trivial"
4499,"Draw","code","wolframgarten","CLOSED","FIXED","Export to bitmap file has fixed DPI (resolution)","2002-05-04 23:07:25","2015-12-21 16:16:18","P3",605,"3.4.1","Trivial"
4619,"Draw","ui","wolframgarten","CLOSED","IRREPRODUCIBLE","draging 3D object corrupts image","2002-05-07 21:00:12","2003-09-08 16:52:24","P3","OOo 1.0.0"," ---","Trivial"
4775,"Draw","code","wolframgarten","CLOSED","IRREPRODUCIBLE","Add connector","2002-05-13 00:26:40","2003-09-08 16:52:24","P3","OOo 1.0.0"," ---","Trivial"
4857,"Draw","code","wolframgarten","CLOSED","IRREPRODUCIBLE","Importing graphics","2002-05-14 15:47:16","2003-09-08 16:52:24","P3","OOo 1.0.0"," ---","Trivial"
5032,"Draw","ui","wolframgarten","CLOSED","IRREPRODUCIBLE","Mouse Cursor is clipped","2002-05-19 07:33:42","2003-09-08 16:52:24","P3","OOo 1.0.0","OOo 2.0","Trivial"
5571,"Draw","ui","wolframgarten","CLOSED","IRREPRODUCIBLE","converting text to 3D object","2002-06-05 09:48:27","2003-09-08 16:52:24","P3","OOo 1.0.0"," ---","Trivial"
5700,"Draw","code","wolframgarten","CLOSED","IRREPRODUCIBLE","Drawing program crashes","2002-06-10 17:21:14","2013-08-07 15:40:53","P3","OOo 1.0.0"," ---","Trivial"
5886,"Draw","code","wolframgarten","CLOSED","FIXED","spellchecker loops indefinitely in quotation line tool","2002-06-16 13:57:49","2003-09-08 16:52:24","P3","OOo 1.0.0"," ---","Trivial"
5971,"Draw","code","wolframgarten","CLOSED","IRREPRODUCIBLE","Dimensioning-Caption-Factor of Measurement","2002-06-19 09:40:12","2003-09-08 16:52:24","P3","OOo 1.0.0"," ---","Trivial"
5989,"Draw","code","wolframgarten","CLOSED","DUPLICATE","export to eps and subsequent conversion to pdf fails for single characters","2002-06-19 20:27:18","2003-09-08 16:52:24","P3","OOo 1.0.0"," ---","Trivial"
6006,"Draw","code","wolframgarten","CLOSED","IRREPRODUCIBLE","GIF file","2002-06-20 14:15:31","2003-09-08 16:52:24","P3","OOo 1.0.0"," ---","Trivial"
6119,"Draw","ui","wolframgarten","CLOSED","FIXED","cut/past spreadsheet object between sheets does not work","2002-06-25 13:34:41","2003-09-08 16:52:24","P3","OOo 1.0.0"," ---","Trivial"
6402,"Draw","code","wolframgarten","CLOSED","IRREPRODUCIBLE","Illegal postscript exported by Draw application","2002-07-11 12:00:01","2003-09-08 16:52:24","P3","OOo 1.0.1"," ---","Trivial"
6420,"Draw","code","wolframgarten","CLOSED","FIXED","importing CGM(xfig) crashes (CGM from dia OK)","2002-07-13 07:30:33","2003-09-08 16:52:24","P3","OOo 1.0.1","OOo 1.1 Beta","Trivial"
6422,"Draw","code","wolframgarten","CLOSED","FIXED","Can not save a drawing","2002-07-14 16:08:18","2003-09-08 16:52:24","P3","OOo 1.0.0"," ---","Trivial"
6449,"Draw","code","wolframgarten","CLOSED","IRREPRODUCIBLE","Automatic glue points are visually weighted","2002-07-16 00:25:31","2003-09-08 16:52:24","P3","OOo 1.0.0"," ---","Trivial"
6748,"Draw","ui","falko.tesch","CLOSED","IRREPRODUCIBLE","graphics in comment box ('balloon') please","2002-08-04 00:39:58","2003-09-11 16:04:55","P4","OOo 1.0.0"," ---","Trivial"
5887,"Draw","ui","wolframgarten","CLOSED","FIXED","grid and zoom options are not permanent from one launch to the other","2002-06-16 14:04:19","2003-09-08 16:52:24","P4","OOo 1.0.0"," ---","Trivial"
6754,"Draw","code","bettina.haberer","CLOSED","IRREPRODUCIBLE","New shapes for comment-box ('balloon')","2002-08-04 01:01:13","2008-05-17 19:08:03","P5 (lowest)","OOo 1.0.0","AOO Later","Trivial"
6300,"Draw","code","falko.tesch","CLOSED","IRREPRODUCIBLE","inserting bitmaps is not working optimally","2002-07-05 16:42:05","2003-09-12 11:52:22","P5 (lowest)","OOo 1.0.0"," ---","Trivial"
