"Issue ID","Product","Component","Assignee","Status","Resolution","Summary","Opened","Changed","Priority","Version","Target Milestone","Severity"
364,"Calc","code","falko.tesch","CLOSED","FIXED","AutoFilter behaves strangely","2001-02-02 12:45:40","2006-12-14 05:14:38","P4",614," ---","Trivial"
459,"Calc","ui","niklas.nebel","CLOSED","FIXED","Spreadsheet with rows to repeat on print","2001-02-22 11:01:06","2003-12-06 14:52:34","P4",619," ---","Trivial"
300,"Calc","code","frank","CLOSED","FIXED","MS Excel Spreadsheet not opened","2001-01-17 15:10:45","2003-12-06 14:52:34","P5 (lowest)",613," ---","Trivial"
956,"Calc","code","issues","ACCEPTED"," ---","Iterations referring the last result of the same formula cell don't converge","2001-05-25 14:43:32","2017-05-20 11:13:53","P3",627," ---","Trivial"
589,"Calc","ui","issues","ACCEPTED"," ---","minimal height rows labels obscure each other","2001-03-22 16:12:43","2013-08-07 15:12:27","P5 (lowest)",619," ---","Trivial"
933,"Calc","ui","issues","CLOSED","FIXED","Crash when closing spreadsheet","2001-05-22 16:32:33","2013-08-07 15:13:05","P1 (highest)",632," ---","Trivial"
934,"Calc","ui","issues","CLOSED","DUPLICATE","Crash when closing spreadsheet","2001-05-22 16:32:39","2003-12-06 14:52:32","P1 (highest)",632," ---","Trivial"
632,"Calc","code","oc","CLOSED","DUPLICATE","Wrong value for format ""MMM"" in Date Value","2001-04-02 03:48:49","2003-12-06 14:52:34","P1 (highest)",619," ---","Trivial"
633,"Calc","code","oc","CLOSED","DUPLICATE","Wrong Month Display in SpreadSheet","2001-04-02 03:49:54","2003-12-06 14:52:34","P1 (highest)",619," ---","Trivial"
641,"Calc","ui","oc","CLOSED","DUPLICATE","Wrong date format","2001-04-03 17:50:00","2003-12-06 14:52:34","P1 (highest)",619," ---","Trivial"
671,"Calc","code","oc","CLOSED","FIXED","No paste command in edit menu","2001-04-10 12:04:00","2003-12-06 14:52:32","P1 (highest)",625," ---","Trivial"
837,"Calc","code","peter.junge","CLOSED","IRREPRODUCIBLE","Cannot view Excel spreadsheet","2001-05-01 20:32:57","2003-12-06 14:52:34","P1 (highest)",625," ---","Trivial"
876,"Calc","code","sascha.ballach","CLOSED","FIXED","Spreadsheet takes 4:44 to load 200k spreadsheet","2001-05-09 20:44:05","2003-09-08 16:55:29","P1 (highest)",627," ---","Trivial"
963,"Calc","ui","falko.tesch","CLOSED","WONT_FIX","Drag and drop cells","2001-05-28 18:32:02","2003-12-06 14:52:34","P2",627," ---","Trivial"
686,"Calc","code","oc","CLOSED","DUPLICATE","Calculation Error","2001-04-11 14:27:50","2003-12-06 14:52:34","P2",614," ---","Trivial"
687,"Calc","code","oc","CLOSED","DUPLICATE","Calculation Error","2001-04-11 14:28:56","2003-12-06 14:52:34","P2",614," ---","Trivial"
722,"Calc","ui","oc","CLOSED","FIXED","Choosing File | New | Spreadsheet crashes OpenOffice","2001-04-17 15:27:03","2003-12-06 14:52:34","P2",625," ---","Trivial"
583,"Calc","ui","daniel.rentz","CLOSED","FIXED","cells not colour filled; autofilter problem","2001-03-21 22:14:12","2003-12-06 14:52:34","P3",619," ---","Trivial"
584,"Calc","ui","falko.tesch","CLOSED","WONT_FIX","Spreadsheet import still prints grid lines","2001-03-21 22:24:12","2003-12-06 14:52:34","P3",619," ---","Trivial"
637,"Calc","code","frank","CLOSED","NOT_AN_OOO_ISSUE","starOffice api tech support","2001-04-03 11:07:46","2003-12-06 14:52:34","P3",605," ---","Trivial"
834,"Calc","code","frank","CLOSED","FIXED","csv data format issues","2001-05-01 05:53:01","2013-08-07 15:15:02","P3",605," ---","Trivial"
847,"Calc","code","frank","CLOSED","IRREPRODUCIBLE","xml file generated contains junk data","2001-05-03 09:22:54","2003-12-06 14:52:34","P3",627," ---","Trivial"
851,"Calc","ui","frank","CLOSED","NOT_AN_OOO_ISSUE","Cannot save with password on .sxc","2001-05-04 04:58:24","2003-12-06 14:52:34","P3",627," ---","Trivial"
925,"Calc","code","frank","CLOSED","FIXED","performance of loading/saving xml files bad","2001-05-21 03:40:17","2013-08-07 15:12:47","P3",627," ---","Trivial"
958,"Calc","code","frank","CLOSED","IRREPRODUCIBLE","cell attributes don't work in new 6.0 format","2001-05-26 05:25:30","2003-12-06 14:52:34","P3",627," ---","Trivial"
1002,"Calc","ui","frank","CLOSED","FIXED","Error Opening Excel File","2001-06-06 08:28:31","2016-07-15 06:41:54","P3",627," ---","Trivial"
941,"Calc","ui","gunnar.timm","CLOSED","FIXED","Compatibility","2001-05-23 12:19:11","2003-12-06 14:52:34","P3",627," ---","Trivial"
1064,"Calc","code","issues","CLOSED","FIXED","date format conversion","2001-06-20 08:08:10","2003-12-06 14:52:34","P3",627," ---","Trivial"
862,"Calc","ui","malte_timmermann","CLOSED","FIXED","Inserting a note larger than the default size crashes OOo","2001-05-05 20:30:34","2003-12-06 14:52:34","P3",627," ---","Trivial"
601,"Calc","ui","niklas.nebel","CLOSED","FIXED","Small column widths confuse imported excel spreadsheets","2001-03-26 10:13:36","2003-12-06 14:52:34","P3",619," ---","Trivial"
578,"Calc","code","oc","CLOSED","DUPLICATE","Date conversion error","2001-03-21 02:16:26","2003-12-06 14:52:34","P3",619," ---","Trivial"
585,"Calc","ui","oc","CLOSED","WONT_FIX","spreadsheet excel import errors","2001-03-21 22:46:21","2003-12-06 14:52:34","P3",619," ---","Trivial"
588,"Calc","ui","oc","CLOSED","IRREPRODUCIBLE","missing graphic on import","2001-03-22 16:05:17","2003-12-06 14:52:34","P3",619," ---","Trivial"
593,"Calc","ui","oc","CLOSED","NOT_AN_OOO_ISSUE","Incorrect spelling squiggles stay after resolution","2001-03-23 00:12:05","2003-12-06 14:52:34","P3",605," ---","Trivial"
606,"Calc","ui","oc","CLOSED","DUPLICATE","Display worg full date","2001-03-27 02:38:01","2003-12-06 14:52:34","P3",619," ---","Trivial"
628,"Calc","ui","oc","CLOSED","NOT_AN_OOO_ISSUE","PROBLEMS WITH FORMULA SPREADSHEET","2001-03-29 08:45:51","2003-12-06 14:52:34","P3",619," ---","Trivial"
634,"Calc","code","oc","CLOSED","DUPLICATE","Date Format Error","2001-04-02 07:26:53","2003-12-06 14:52:34","P3",619," ---","Trivial"
649,"Calc","ui","oc","CLOSED","DUPLICATE","Incorrect dates","2001-04-04 08:36:59","2003-12-06 14:52:34","P3",619," ---","Trivial"
656,"Calc","ui","oc","CLOSED","IRREPRODUCIBLE","Cannot Print the horizontal spreadsheet...","2001-04-06 03:55:18","2003-12-06 14:52:34","P3",627," ---","Trivial"
672,"Calc","code","oc","CLOSED","DUPLICATE","Undo/Copy/Paste/Cut keys don't work","2001-04-10 12:10:13","2003-12-06 14:52:32","P3",625," ---","Trivial"
691,"Calc","ui","oc","CLOSED","IRREPRODUCIBLE","Crashes during launch of Excel or Word files","2001-04-11 20:08:37","2003-12-06 14:52:34","P3",625," ---","Trivial"
711,"Calc","code","oc","CLOSED","DUPLICATE","100% crash","2001-04-13 01:54:21","2003-12-06 14:52:34","P3",625," ---","Trivial"
712,"Calc","code","oc","CLOSED","IRREPRODUCIBLE","100% crash","2001-04-13 01:54:37","2003-12-06 14:52:34","P3",625," ---","Trivial"
726,"Calc","ui","oc","CLOSED","NOT_AN_OOO_ISSUE","name tags for hyperlinks - spreadsheets","2001-04-17 19:50:34","2003-12-06 14:52:34","P3",625," ---","Trivial"
733,"Calc","code","oc","CLOSED","DUPLICATE","Open new calc sheet causes abandon","2001-04-18 17:35:06","2003-12-06 14:52:34","P3",625," ---","Trivial"
739,"Calc","code","oc","CLOSED","IRREPRODUCIBLE","Double Click File under Explorer, Crash","2001-04-19 09:41:21","2003-12-06 14:52:34","P3",625," ---","Trivial"
812,"Calc","code","oc","CLOSED","DUPLICATE","XStorable is not working for OOo 6.25 api","2001-04-26 13:52:38","2003-12-06 14:52:34","P3",625," ---","Trivial"
838,"Calc","code","oc","CLOSED","NOT_AN_OOO_ISSUE","Calculation is wrong when some rows are copied from other spreadsheet.","2001-05-02 17:02:08","2003-12-06 14:52:34","P3",625," ---","Trivial"
889,"Calc","ui","oc","CLOSED","NOT_AN_OOO_ISSUE","Cannot Deselect muti tab select when selecting all tabs in the workbook","2001-05-15 04:25:14","2008-03-19 14:04:46","P3",627," ---","Trivial"
892,"Calc","code","oc","CLOSED","IRREPRODUCIBLE","formula saving using excel 97 format","2001-05-15 10:48:58","2003-12-06 14:52:34","P3",627," ---","Trivial"
991,"Calc","ui","oc","CLOSED","FIXED","loses formatting for optimal width, freeze panes when saving to *.xls","2001-06-03 18:50:14","2013-08-07 15:15:32","P3",627," ---","Trivial"
1011,"Calc","ui","oc","CLOSED","DUPLICATE","Noting when re-open the excel saved by open office","2001-06-07 08:53:30","2003-12-06 14:52:34","P3",627," ---","Trivial"
577,"Calc","code","ooo","CLOSED","DUPLICATE","Excel to OpenOffice conversion ERR:520","2001-03-21 01:54:12","2013-08-07 15:12:27","P3",619," ---","Trivial"
1127,"Calc","code","bettina.haberer","CLOSED","DUPLICATE","AutoCompletion -> tab to next cell","2001-06-27 19:38:48","2013-08-07 15:12:27","P4",627," ---","Trivial"
568,"Calc","ui","daniel.rentz","CLOSED","FIXED","Row freeze does not carry to Excel.","2001-03-19 10:32:56","2003-12-06 14:52:34","P5 (lowest)",619," ---","Trivial"
1339,"Calc","code","issues","CONFIRMED"," ---","Named cells are not color-coded (highlighted) in cell-edit mode","2001-07-26 21:42:48","2017-07-20 18:39:49","P3",633," ---","Trivial"
1489,"Calc","ui","issues","CONFIRMED"," ---","formatting single characters in titles  - italic","2001-08-17 23:07:12","2013-08-07 15:12:27","P3",633," ---","Trivial"
1342,"Calc","code","issues","ACCEPTED"," ---","Autofill overworked","2001-07-26 23:15:22","2013-08-07 15:12:27","P3",633," ---","Trivial"
1704,"Calc","ui","issues","ACCEPTED"," ---","add keyboard shortcuts to add the current date and current hour","2001-09-21 15:43:39","2013-08-08 10:01:08","P4",638," ---","Trivial"
1768,"Calc","code","daniel.rentz","CLOSED","FIXED","Opening XLS file causing OO hang","2001-10-03 18:54:02","2003-09-08 16:55:29","P1 (highest)",638," ---","Trivial"
1183,"Calc","code","frank","CLOSED","NOT_AN_OOO_ISSUE","Reopening of previously saved file reports unrecoverable error","2001-07-07 03:38:18","2003-12-06 14:52:34","P1 (highest)",627," ---","Trivial"
1196,"Calc","code","oc","CLOSED","FIXED","Matrix formulas nor preserved when saved in Excel format","2001-07-09 15:33:32","2003-12-06 14:52:34","P1 (highest)",632," ---","Trivial"
1198,"Calc","code","oc","CLOSED","NOT_AN_OOO_ISSUE","Enable Line break in Format > Cell Attributes > Alignment causes unrecoverable error","2001-07-10 09:04:31","2003-12-06 14:52:34","P1 (highest)",627," ---","Trivial"
1199,"Calc","code","oc","CLOSED","IRREPRODUCIBLE","Calc causes unrecoverable error when editing a cell","2001-07-10 09:32:42","2003-12-06 14:52:34","P1 (highest)",627," ---","Trivial"
1228,"Calc","ui","oc","CLOSED","IRREPRODUCIBLE","632 freezes when saving a spreadsheet.","2001-07-14 14:55:41","2003-12-06 14:52:34","P1 (highest)",632," ---","Trivial"
1611,"Calc","code","oc","CLOSED","DUPLICATE","Can't open xls file.","2001-09-03 14:19:12","2003-09-08 16:55:29","P1 (highest)",633," ---","Trivial"
1502,"Calc","ui","ooo","CLOSED","FIXED","Euro symbol as Default Currency in OOo","2001-08-20 09:08:27","2013-08-07 15:13:47","P1 (highest)",633," ---","Trivial"
1145,"Calc","code","frank","CLOSED","FIXED","Date recognition broken - ""feature"" should be configurable","2001-06-29 23:24:49","2013-08-07 15:15:02","P2",632," ---","Trivial"
1204,"Calc","code","frank","CLOSED","IRREPRODUCIBLE","Garbage display in CJK environment when inserting special character","2001-07-11 11:57:44","2003-12-06 14:52:34","P2",627," ---","Trivial"
1497,"Calc","code","oc","CLOSED","IRREPRODUCIBLE","Saving XLS file in Calc 6.0 Format causing OO hang","2001-08-19 09:04:44","2003-09-08 16:55:29","P2",633," ---","Trivial"
1179,"Calc","ui","peter.junge","CLOSED","IRREPRODUCIBLE","Cut and Paste doesn't seem to work.","2001-07-06 07:52:26","2003-12-06 14:52:34","P2",632," ---","Trivial"
1623,"Calc","code","christian.jansen","CLOSED","NOT_AN_OOO_ISSUE","Use Starcalc to format a unix command based on row selected","2001-09-05 17:12:50","2003-09-08 16:55:29","P3",605," ---","Trivial"
1669,"Calc","code","clippka","CLOSED","IRREPRODUCIBLE","Copy/Paste of grouped charts produces empty frame","2001-09-13 21:08:38","2013-08-07 15:12:27","P3",638," ---","Trivial"
1293,"Calc","code","daniel.rentz","CLOSED","FIXED","In this file the price is not shown in OOo","2001-07-22 01:39:03","2003-12-06 14:52:34","P3",633," ---","Trivial"
1508,"Calc","code","daniel.rentz","CLOSED","FIXED","Importing excel spreadsheets charts does not contain points and lines.","2001-08-21 08:42:14","2013-08-07 15:13:47","P3",633," ---","Trivial"
1624,"Calc","code","daniel.rentz","CLOSED","FIXED","Spreadsheet locks up on some excel files.","2001-09-05 19:53:19","2003-09-08 16:55:29","P3",638," ---","Trivial"
1633,"Calc","code","falko.tesch","CLOSED","WONT_FIX","csv import cannot handle more than 256 columns","2001-09-07 03:36:55","2006-12-14 17:44:06","P3",633," ---","Trivial"
1797,"Calc","code","falko.tesch","CLOSED","WONT_FIX","Wordcount should be available for Spreadsheets","2001-10-06 00:04:46","2003-09-08 16:55:29","P3",638," ---","Trivial"
1151,"Calc","ui","frank","CLOSED","IRREPRODUCIBLE","Calc6.0 problem","2001-07-01 13:54:53","2003-12-06 14:52:34","P3",632," ---","Trivial"
1202,"Calc","code","frank","CLOSED","NOT_AN_OOO_ISSUE","CJK characters displayed as garbage until a valid CJK font is selected.","2001-07-11 04:00:26","2017-05-20 09:54:44","P3",627," ---","Trivial"
1343,"Calc","code","frank","CLOSED","FIXED","Problem with graphics in XML file","2001-07-27 03:49:55","2003-12-06 14:52:34","P3",633," ---","Trivial"
1347,"Calc","code","frank","CLOSED","FIXED","save or save as command cannot be completed","2001-07-27 23:15:12","2003-12-06 14:52:34","P3",632," ---","Trivial"
1419,"Calc","code","frank","CLOSED","IRREPRODUCIBLE","(auto) save during header edit causes crash","2001-08-05 11:46:28","2003-09-08 16:55:29","P3",619," ---","Trivial"
1507,"Calc","code","frank","CLOSED","FIXED","Problem with CSV files in spreadsheet","2001-08-20 16:15:09","2013-08-07 15:13:05","P3",633," ---","Trivial"
1206,"Calc","code","gunnar.timm","CLOSED","FIXED","Mistake in formed Excel saving","2001-07-12 06:48:13","2003-12-06 14:52:34","P3",627," ---","Trivial"
1344,"Calc","code","issues","CLOSED","FIXED","Saving as Excel97/2000 breaks function","2001-07-27 12:34:36","2003-12-06 14:52:34","P3",633," ---","Trivial"
1606,"Calc","ui","Mathias_Bauer","CLOSED","FIXED","Title bar displays DOS 8.3 file name","2001-09-01 23:41:20","2003-09-08 16:55:29","P3",638," ---","Trivial"
1493,"Calc","code","niklas.nebel","CLOSED","FIXED","Icon ""New"" disabled by function autopilot","2001-08-18 07:44:56","2013-08-07 15:13:47","P3",638," ---","Trivial"
1730,"Calc","code","niklas.nebel","CLOSED","FIXED","Link option misbehaving","2001-09-27 23:53:55","2003-09-08 16:55:29","P3",633," ---","Trivial"
1521,"Calc","ui","nospam","CLOSED","FIXED","StarCalc displays ellipsis (...) as | in formula bar","2001-08-23 22:59:08","2003-09-08 16:55:29","P3",633," ---","Trivial"
1153,"Calc","ui","oc","CLOSED","DUPLICATE","Importing M$ Excel documents with ""freezed panes""","2001-07-02 13:02:04","2003-12-06 14:52:34","P3",632," ---","Trivial"
1171,"Calc","ui","oc","CLOSED","FIXED","handling of overlapping cell boundaries different to Excel (alignment - left justified)","2001-07-04 23:55:28","2013-08-07 15:15:02","P3",632," ---","Trivial"
1176,"Calc","ui","oc","CLOSED","IRREPRODUCIBLE","Printing a spreadsheet fails","2001-07-05 22:20:43","2003-12-06 14:52:34","P3",632," ---","Trivial"
1325,"Calc","ui","oc","CLOSED","IRREPRODUCIBLE","UNC names report that the document does not exist","2001-07-25 20:10:00","2003-12-06 14:52:34","P3",633," ---","Trivial"
1340,"Calc","code","oc","CLOSED","DUPLICATE","Highlighting of formulas","2001-07-26 21:42:48","2007-06-19 16:31:30","P3",633," ---","Trivial"
1383,"Calc","ui","oc","CLOSED","FIXED","Cell aligment and chart legend positioning","2001-08-02 08:28:11","2013-08-07 15:13:05","P3",633," ---","Trivial"
1384,"Calc","ui","oc","CLOSED","DUPLICATE","Cell alignment and chart legend positioning","2001-08-02 08:29:11","2003-12-06 14:52:34","P3",633," ---","Trivial"
1420,"Calc","code","oc","CLOSED","IRREPRODUCIBLE","corrupted files (even the tmp)","2001-08-05 11:50:34","2003-09-08 16:55:29","P3",619," ---","Trivial"
1421,"Calc","ui","oc","CLOSED","IRREPRODUCIBLE","copy-to-clipboard and national chars","2001-08-05 12:02:15","2003-09-08 16:55:29","P3",619," ---","Trivial"
1442,"Calc","code","oc","CLOSED","FIXED","Modifying a sheet name to Chinese is not allow","2001-08-08 03:44:18","2003-09-08 16:55:29","P3",633," ---","Trivial"
1494,"Calc","ui","oc","CLOSED","IRREPRODUCIBLE","Damaged display after scrolling the window","2001-08-18 11:31:27","2003-09-08 16:55:29","P3",638," ---","Trivial"
1518,"Calc","ui","oc","CLOSED","IRREPRODUCIBLE","% scalc spreadsheet.sxc fails","2001-08-22 19:15:39","2003-09-08 16:55:29","P3",633," ---","Trivial"
1528,"Calc","code","oc","CLOSED","DUPLICATE","Problem opening CSV text files in the spreadsheet","2001-08-25 04:48:29","2003-09-08 16:55:29","P3",638," ---","Trivial"
1582,"Calc","ui","oc","CLOSED","IRREPRODUCIBLE","Excel spreadsheet does not display properly","2001-08-30 16:11:56","2003-09-08 16:55:29","P3",633," ---","Trivial"
1617,"Calc","ui","oc","CLOSED","IRREPRODUCIBLE","Excel spreadsheet does not display properly","2001-09-04 18:36:29","2003-09-08 16:55:29","P3",638," ---","Trivial"
1680,"Calc","ui","oc","CLOSED","NOT_AN_OOO_ISSUE","When using the Find & Replace option within the spreadsheet, only the numbers will be found","2001-09-17 16:51:50","2003-09-08 16:55:29","P3",638," ---","Trivial"
1729,"Calc","code","oc","CLOSED","FIXED","dbf file save won't close properly","2001-09-27 23:49:30","2003-09-08 16:55:29","P3",633," ---","Trivial"
1751,"Calc","code","oc","CLOSED","IRREPRODUCIBLE","Page format not tied to sheet, but to workbook","2001-10-01 20:15:43","2003-09-08 16:55:29","P3",638," ---","Trivial"
1519,"Calc","ui","ooo","CLOSED","FIXED","Formula yields Err 502 but steps work","2001-08-23 08:16:18","2013-08-07 15:13:47","P3",633," ---","Trivial"
1715,"Calc","code","ooo","CLOSED","FIXED","Copying sheets breaks formulas","2001-09-25 14:40:58","2003-09-08 16:55:29","P3",638," ---","Trivial"
1783,"Calc","ui","peter.junge","CLOSED","WONT_FIX","Problem with spreadsheet file","2001-10-04 15:16:22","2003-09-08 16:55:29","P3",638," ---","Trivial"
1809,"Calc","code","peter.junge","CLOSED","IRREPRODUCIBLE","Spreadsheet crashes when a space is entered","2001-10-06 07:46:56","2003-09-08 16:55:29","P3",638," ---","Trivial"
1287,"Calc","code","powolters","CLOSED","NOT_AN_OOO_ISSUE","Window > Freeze not recognized as a change","2001-07-20 03:36:30","2009-10-31 08:40:46","P3",642," ---","Trivial"
1338,"Calc","code","falko.tesch","CLOSED","NOT_AN_OOO_ISSUE","Display formula","2001-07-26 21:33:49","2003-12-06 14:52:34","P5 (lowest)",633," ---","Trivial"
1182,"Calc","ui","issues","CLOSED","NOT_AN_OOO_ISSUE","TRUNC() makes weired calculation error","2001-07-06 19:13:44","2012-08-29 09:54:55","P5 (lowest)",633," ---","Trivial"
1687,"Calc","code","niklas.nebel","CLOSED","IRREPRODUCIBLE","Having problems opening DBF 4(DBASE 4) Files with 632 and 638 with spreadsheet app.","2001-09-19 16:01:17","2003-09-08 16:55:29","P5 (lowest)",638," ---","Trivial"
1659,"Calc","code","oc","CLOSED","FIXED","MATCH() spreadsheet function returns #N/A if lookup array contains duplicate entries","2001-09-12 06:40:03","2003-09-08 16:55:29","P5 (lowest)",638," ---","Trivial"
2033,"Calc","code","issues","CONFIRMED"," ---","format lost when open Excel files with drawings","2001-10-26 05:52:33","2013-08-07 15:12:27","P3",638," ---","Trivial"
2131,"Calc","formatting","issues","CONFIRMED"," ---","RFE: ability to merge cells already merged","2001-11-06 10:41:12","2013-08-07 15:13:10","P3","OOo 1.0.1"," ---","Trivial"
1847,"Calc","ui","issues","CONFIRMED"," ---","Insert rows/columns needs option for number to insert","2001-10-10 02:04:34","2013-08-07 15:12:27","P4",638," ---","Trivial"
1865,"Calc","ui","issues","ACCEPTED"," ---","Pasting row selection into column lockup","2001-10-10 19:50:13","2017-05-20 10:45:08","P3",638," ---","Trivial"
1905,"Calc","ui","issues","ACCEPTED"," ---","Xcl Imp: Performance with large file","2001-10-15 16:15:13","2013-08-07 15:12:27","P3",638," ---","Trivial"
2642,"Calc","code","issues","ACCEPTED"," ---","Export fram tables to html","2001-12-27 10:42:44","2013-08-07 15:12:27","P3",641," ---","Trivial"
2475,"Calc","ui","issues","REOPENED"," ---","Cell is deselected when switching sheet.","2001-12-06 21:40:53","2013-02-07 22:15:46","P3",641," ---","Trivial"
2620,"Calc","code","non-migrated","CLOSED","WONT_FIX","xlib async reply error","2001-12-21 19:24:45","2003-09-08 16:55:29","P1 (highest)",641," ---","Trivial"
1835,"Calc","code","oc","CLOSED","DUPLICATE","can't import external data from a text file","2001-10-09 10:34:22","2003-09-08 16:55:29","P1 (highest)",638," ---","Trivial"
2027,"Calc","code","oc","CLOSED","NOT_AN_OOO_ISSUE","Simple subtraction calculation broken","2001-10-25 20:21:06","2004-07-02 09:27:58","P1 (highest)",638," ---","Trivial"
2520,"Calc","code","peter.junge","CLOSED","IRREPRODUCIBLE","Cell A1 will not be sorted","2001-12-12 13:53:58","2003-09-08 16:55:29","P1 (highest)",641," ---","Trivial"
2414,"Calc","ui","daniel.rentz","CLOSED","WONT_FIX","Arabic numeral conversion of Roman number viiii is 9.","2001-12-04 01:16:57","2013-08-07 15:13:05","P2",641," ---","Trivial"
1895,"Calc","ui","niklas.nebel","CLOSED","FIXED","Ctrl+<- (""Back one word"") fails when it meets a dash","2001-10-13 22:26:53","2003-09-08 16:55:29","P2",638," ---","Trivial"
2360,"Calc","code","oc","CLOSED","FIXED","641 build on win breaks at analysis.src","2001-11-30 16:30:53","2003-09-08 16:55:29","P2",641," ---","Trivial"
2130,"Calc","code","peter.junge","CLOSED","FIXED","The XIRR function produces incorrect results compared to Excel","2001-11-06 10:23:29","2013-08-07 15:12:47","P2",638," ---","Trivial"
2390,"Calc","ui","bjoern.milcke","CLOSED","DUPLICATE","Arbitrary X-aksis and X-aksis for each dataseries","2001-12-02 20:36:22","2013-08-07 15:12:27","P3",641," ---","Trivial"
2371,"Calc","ui","christian.jansen","CLOSED","NOT_AN_OOO_ISSUE","additive selection mode, strange behavior, could be better","2001-12-01 06:30:32","2006-04-07 10:36:53","P3",638," ---","Trivial"
1906,"Calc","code","daniel.rentz","CLOSED","FIXED","Opening and saving complex excel spreadsheets","2001-10-15 17:45:04","2003-09-08 16:55:29","P3",638," ---","Trivial"
2002,"Calc","ui","daniel.rentz","CLOSED","FIXED","Page Settings stripped off","2001-10-23 20:56:08","2003-09-08 16:55:29","P3",638," ---","Trivial"
2016,"Calc","code","daniel.rentz","CLOSED","FIXED","Multisheet Save As ""Excel 95"" crashes","2001-10-24 20:25:41","2003-09-08 16:55:29","P3",638," ---","Trivial"
2161,"Calc","code","daniel.rentz","CLOSED","WONT_FIX","formulas convertion doesn't work","2001-11-09 16:48:36","2003-09-08 16:55:29","P3",638," ---","Trivial"
2166,"Calc","code","daniel.rentz","CLOSED","FIXED","Excel - large complex tab forms","2001-11-09 18:46:56","2003-09-08 16:55:29","P3",638," ---","Trivial"
